internalTaxonId,redlistCategory,systems,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild
74047429,Least Concern,Terrestrial|Freshwater (=Inland waters),Australasian,,FALSE,FALSE
74046675,Least Concern,Terrestrial|Freshwater (=Inland waters),Australasian,,FALSE,FALSE
74045828,Least Concern,Terrestrial|Freshwater (=Inland waters),Australasian,,FALSE,FALSE
74044453,Endangered,Terrestrial,Australasian,,FALSE,FALSE
74043494,Least Concern,Terrestrial,Australasian,,FALSE,FALSE
74042893,Vulnerable,Terrestrial|Freshwater (=Inland waters),Australasian,,FALSE,FALSE
74041910,Vulnerable,Terrestrial,Australasian,,FALSE,FALSE
74041178,Data Deficient,Terrestrial,Australasian,,FALSE,FALSE
73972645,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73972049,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73971314,Critically Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73971299,Least Concern,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73967915,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73967876,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73967847,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73965533,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73965432,Vulnerable,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73965400,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73965385,Near Threatened,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73964539,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73963691,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73961281,Critically Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73960040,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73960020,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73959431,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73959282,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73788858,Vulnerable,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73788833,Vulnerable,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73788820,Least Concern,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73788794,Least Concern,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73788782,Vulnerable,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73788764,Vulnerable,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73788745,Near Threatened,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73788696,Least Concern,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73788631,Least Concern,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73788607,Vulnerable,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73788546,Vulnerable,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73787995,Critically Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73787965,Data Deficient,Terrestrial,Indomalayan,,FALSE,FALSE
73787889,Vulnerable,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73787557,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73787369,Vulnerable,Terrestrial,Indomalayan,,FALSE,FALSE
73787038,Endangered,Terrestrial,Indomalayan,,FALSE,FALSE
73786986,Critically Endangered,Terrestrial,Indomalayan,,FALSE,FALSE
73786883,Near Threatened,Terrestrial,Indomalayan,,FALSE,FALSE
73785830,Endangered,Terrestrial|Freshwater (=Inland waters),Afrotropical,,FALSE,FALSE
73785587,Endangered,Terrestrial|Freshwater (=Inland waters),Afrotropical,,FALSE,FALSE
73736481,Least Concern,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73736392,Vulnerable,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73736309,Vulnerable,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73733175,Near Threatened,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73732288,Data Deficient,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73732256,Data Deficient,Terrestrial,Indomalayan,,FALSE,FALSE
73729553,Least Concern,Terrestrial|Freshwater (=Inland waters),Australasian|Indomalayan|Palearctic,,FALSE,FALSE
73728973,Least Concern,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73728485,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73728100,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73727759,Vulnerable,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73727722,Data Deficient,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73727634,Data Deficient,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73727593,Vulnerable,Terrestrial,Indomalayan,,FALSE,FALSE
73727511,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73727195,Critically Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73727148,Least Concern,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73727128,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73727108,Vulnerable,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73727058,Data Deficient,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73727026,Data Deficient,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73726854,Least Concern,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73726690,Least Concern,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73726664,Vulnerable,Terrestrial,Indomalayan,,FALSE,FALSE
73726605,Endangered,Terrestrial,Indomalayan,,FALSE,FALSE
73726573,Data Deficient,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73726509,Data Deficient,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73726422,Data Deficient,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73726400,Endangered,Terrestrial,Indomalayan,,FALSE,FALSE
73726352,Endangered,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
73346893,Least Concern,Terrestrial,Afrotropical,,FALSE,FALSE
73343869,Endangered,Terrestrial,Afrotropical,,FALSE,FALSE
73024495,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
72766797,Least Concern,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
72766291,Least Concern,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
72261777,Endangered,Terrestrial,Neotropical,,FALSE,FALSE
72261737,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
71733227,Endangered,Terrestrial,Afrotropical,,FALSE,FALSE
71732146,Least Concern,Terrestrial,Australasian,,FALSE,FALSE
71727235,Least Concern,Terrestrial,Afrotropical,,FALSE,FALSE
71536513,Least Concern,Terrestrial,Australasian,,FALSE,FALSE
71534469,Least Concern,Terrestrial,Australasian,,FALSE,FALSE
71533043,Least Concern,Terrestrial,Australasian,,FALSE,FALSE
71532803,Data Deficient,Terrestrial,Australasian,,FALSE,FALSE
71532724,Least Concern,Terrestrial,Australasian,,FALSE,FALSE
71531227,Least Concern,Terrestrial,Australasian,,FALSE,FALSE
71529901,Near Threatened,Terrestrial,Australasian,,FALSE,FALSE
71515504,Least Concern,Terrestrial,Australasian,,FALSE,FALSE
71514046,Endangered,Terrestrial,Australasian,,FALSE,FALSE
71510353,Extinct,Terrestrial,Australasian,1933,FALSE,FALSE
70610928,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
70610874,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
70610758,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
70610729,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
70610711,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
70610693,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
70609893,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
70609874,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
70609849,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
70609726,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
70606542,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
70494751,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
70493650,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
70493243,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
70493174,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
70333194,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
70333164,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
70330181,Critically Endangered,Terrestrial,Neotropical,,FALSE,FALSE
70330167,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
70207949,Data Deficient,Terrestrial,Indomalayan,,FALSE,FALSE
70207817,Data Deficient,Terrestrial,Palearctic,,FALSE,FALSE
70207409,Least Concern,Terrestrial,Nearctic|Palearctic,,FALSE,FALSE
70206273,Least Concern,Terrestrial,Indomalayan|Palearctic,,FALSE,FALSE
70205771,Least Concern,Terrestrial,Indomalayan,,FALSE,FALSE
70205537,Vulnerable,Terrestrial,Indomalayan,,FALSE,FALSE
70204120,Least Concern,Terrestrial,Indomalayan,,FALSE,FALSE
70203940,Least Concern,Terrestrial,Indomalayan,,FALSE,FALSE
69192627,Vulnerable,Terrestrial|Freshwater (=Inland waters),Afrotropical,,FALSE,FALSE
69192581,Endangered,Terrestrial|Freshwater (=Inland waters),Afrotropical,,FALSE,FALSE
69119695,Critically Endangered,Terrestrial|Freshwater (=Inland waters),Afrotropical,,FALSE,FALSE
69119678,Vulnerable,Terrestrial|Freshwater (=Inland waters),Afrotropical,,FALSE,FALSE
69119640,Vulnerable,Terrestrial|Freshwater (=Inland waters),Afrotropical,,FALSE,FALSE
69119609,Critically Endangered,Terrestrial|Freshwater (=Inland waters),Afrotropical,,FALSE,FALSE
69039559,Least Concern,Terrestrial|Freshwater (=Inland waters),Afrotropical,,FALSE,FALSE
68603427,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
68603351,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
68568328,Critically Endangered,Terrestrial|Freshwater (=Inland waters),Afrotropical,,FALSE,FALSE
68369199,Data Deficient,Terrestrial,Indomalayan,,FALSE,FALSE
68336601,Vulnerable,Terrestrial,Afrotropical,,FALSE,FALSE
68206465,Least Concern,Terrestrial|Freshwater (=Inland waters),Afrotropical,,FALSE,FALSE
68049616,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
68049597,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
68045356,Least Concern,Terrestrial,Nearctic,,FALSE,FALSE
68045250,Least Concern,Terrestrial,Nearctic,,FALSE,FALSE
68045211,Least Concern,Terrestrial,Nearctic,,FALSE,FALSE
67662944,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67662914,Least Concern,Terrestrial,Nearctic,,FALSE,FALSE
67662850,Least Concern,Terrestrial,Nearctic,,FALSE,FALSE
67662806,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67662588,Least Concern,Terrestrial,Nearctic|Neotropical,,FALSE,FALSE
67662524,Least Concern,Terrestrial,,,FALSE,FALSE
67657437,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
67657406,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67657395,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67657116,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67657002,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
67656595,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67633090,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67631211,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
67630989,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67611221,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67611203,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67611176,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67611166,Endangered,Terrestrial,Neotropical,,FALSE,FALSE
67611149,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
67610870,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67610854,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
67610740,Critically Endangered,Terrestrial,Neotropical,,FALSE,FALSE
67610704,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
67610606,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67610595,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
67610579,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67610489,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67610469,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67610453,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
67610419,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
67610399,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
67610380,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
67610337,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
67609915,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67609886,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67609861,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67609825,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67609598,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
67609326,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
67609237,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67608716,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
67608420,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67608157,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67607977,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67607917,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67607734,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
67606920,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
67451774,Least Concern,Terrestrial|Freshwater (=Inland waters),Afrotropical,,FALSE,FALSE
67369846,Least Concern,Terrestrial,Afrotropical,,FALSE,FALSE
67369483,Least Concern,Terrestrial,Afrotropical,,FALSE,FALSE
67363010,Data Deficient,Terrestrial,Afrotropical,,FALSE,FALSE
67362271,Least Concern,Terrestrial,Afrotropical,,FALSE,FALSE
67360705,Least Concern,Terrestrial,Afrotropical,,FALSE,FALSE
67359375,Endangered,Terrestrial,Afrotropical,,FALSE,FALSE
67359364,Data Deficient,Terrestrial,Afrotropical,,FALSE,FALSE
67009871,Endangered,Terrestrial,Afrotropical,,FALSE,FALSE
66766931,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66390759,Endangered,Terrestrial,Afrotropical,,FALSE,FALSE
66390706,Vulnerable,Terrestrial|Freshwater (=Inland waters),Afrotropical,,FALSE,FALSE
66084010,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
66083993,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66083921,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66083847,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66083824,Endangered,Terrestrial,Neotropical,,FALSE,FALSE
66083766,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66083676,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66083579,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
66083541,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66083530,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
66083397,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
66083295,Critically Endangered,Terrestrial,Neotropical,,FALSE,FALSE
66083197,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66083156,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66083097,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66083022,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
66082979,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66082948,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66082656,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
66082632,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66082619,Endangered,Terrestrial,Neotropical,,FALSE,FALSE
66082596,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66082587,Endangered,Terrestrial,Neotropical,,FALSE,FALSE
66082554,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66082511,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
66081196,Endangered,Terrestrial,Neotropical,,FALSE,FALSE
66081164,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66081103,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66080998,Least Concern,Terrestrial,,,FALSE,FALSE
66080903,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
66080578,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
66080455,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66080251,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66080240,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66080228,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66080219,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66080209,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66080171,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66080162,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66080153,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66080137,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66080120,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
66080108,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66080080,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66080067,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66080041,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
66080030,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
66080021,Data Deficient,Terrestrial,Neotropical,,FALSE,FALSE
65488848,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
64589126,Least Concern,Terrestrial,Afrotropical,,FALSE,FALSE
64588371,Near Threatened,Terrestrial,Afrotropical,,FALSE,FALSE
64588047,Endangered,Terrestrial,Afrotropical,,FALSE,FALSE
64587154,Vulnerable,Terrestrial,Afrotropical,,FALSE,FALSE
64586080,Least Concern,Terrestrial,Afrotropical,,FALSE,FALSE
64304417,Data Deficient,Terrestrial,Australasian,,FALSE,FALSE
64003414,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
64003310,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
63742698,Vulnerable,Terrestrial|Freshwater (=Inland waters),Afrotropical,,FALSE,FALSE
63488795,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
63488777,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
63488699,Extinct,Terrestrial,Neotropical,1977,FALSE,FALSE
63488678,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
63488668,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
63488650,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
63488607,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
63488563,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
63488534,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
63488514,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
63488494,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
63488441,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
63487978,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
63482555,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
63062383,Endangered,Terrestrial,Neotropical,,FALSE,FALSE
63062363,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
63062140,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
63021653,Data Deficient,Terrestrial,Australasian,,FALSE,FALSE
62774969,Least Concern,Terrestrial|Freshwater (=Inland waters),Afrotropical|Australasian|Indomalayan|Palearctic,,FALSE,FALSE
62759683,Extinct,Terrestrial,Afrotropical,1600,FALSE,FALSE
62322970,Extinct,Terrestrial,Neotropical,1623,FALSE,FALSE
62307504,Extinct,Terrestrial,Oceanian,1793,FALSE,FALSE
62296899,Least Concern,Terrestrial,Nearctic|Neotropical,,FALSE,FALSE
62293391,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
62293270,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
62292583,Near Threatened,Terrestrial,Afrotropical,,FALSE,FALSE
62291168,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Australasian,,FALSE,FALSE
62290760,Least Concern,Terrestrial,Palearctic,,FALSE,FALSE
62290750,Critically Endangered,Terrestrial|Freshwater (=Inland waters)|Marine,Oceanian,,FALSE,FALSE
62290539,Near Threatened,Terrestrial,Australasian,,FALSE,FALSE
62290488,Near Threatened,Terrestrial,Australasian,,FALSE,FALSE
62289571,Least Concern,Terrestrial|Marine,Afrotropical|Antarctic|Neotropical,,FALSE,FALSE
62289271,Endangered,Terrestrial|Marine,Oceanian,,FALSE,FALSE
62289108,Extinct,Terrestrial|Marine,Oceanian,1778,FALSE,FALSE
62288672,Least Concern,Terrestrial,Oceanian,,FALSE,FALSE
62286255,Extinct,Terrestrial|Freshwater (=Inland waters),Neotropical,1610,FALSE,FALSE
62274163,Extinct,Terrestrial|Freshwater (=Inland waters),Australasian,1600-1700,FALSE,FALSE
62263064,Extinct,Terrestrial|Freshwater (=Inland waters),Oceanian,1937,FALSE,FALSE
62258591,Extinct,Terrestrial|Freshwater (=Inland waters),Afrotropical,1670,FALSE,FALSE
62257034,Extinct,Terrestrial,Afrotropical,1730,FALSE,FALSE
62254534,Extinct,Terrestrial,Afrotropical,1730,FALSE,FALSE
62239833,Extinct,Terrestrial,Australasian,1250-1860,FALSE,FALSE
62233372,Endangered,,,,,
62220237,Near Threatened,Terrestrial,Neotropical,,FALSE,FALSE
62184893,Extinct,Terrestrial,Nearctic,1600s,FALSE,FALSE
62183030,Extinct,Terrestrial,Neotropical,1603,FALSE,FALSE
62181621,Least Concern,Terrestrial,Afrotropical,,FALSE,FALSE
62181371,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
62181349,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
62181308,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
62178398,Extinct,Terrestrial,Oceanian,1870,FALSE,FALSE
62169677,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Nearctic|Neotropical,,FALSE,FALSE
62155296,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Nearctic|Neotropical,,FALSE,FALSE
62155060,Near Threatened,Terrestrial|Freshwater (=Inland waters),Nearctic|Neotropical,,FALSE,FALSE
62154828,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Neotropical,,FALSE,FALSE
62144610,Vulnerable,Terrestrial,Neotropical,,FALSE,FALSE
62130287,Least Concern,Terrestrial|Freshwater (=Inland waters),Nearctic|Neotropical,,FALSE,FALSE
62130070,Least Concern,Terrestrial|Freshwater (=Inland waters),Nearctic|Neotropical,,FALSE,FALSE
62129647,Data Deficient,Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
62120280,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Nearctic|Neotropical,,FALSE,FALSE
62120190,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,,FALSE,FALSE
62114603,Near Threatened,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
62114375,Least Concern,Terrestrial|Freshwater (=Inland waters),Antarctic|Neotropical,,FALSE,FALSE
62101249,Vulnerable,Terrestrial|Marine,Nearctic,,FALSE,FALSE
62101215,Endangered,Terrestrial|Marine,Nearctic,,FALSE,FALSE
62073384,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
62073374,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
62073288,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
62049548,Near Threatened,Terrestrial,Indomalayan,,FALSE,FALSE
62049529,Near Threatened,Terrestrial,Indomalayan,,FALSE,FALSE
62030970,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Palearctic,,FALSE,FALSE
62030608,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Palearctic,,FALSE,FALSE
62030590,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Indomalayan|Nearctic|Neotropical,,FALSE,FALSE
62026537,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Australasian|Oceanian,,FALSE,FALSE
62026481,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Palearctic,,FALSE,FALSE
62023843,Least Concern,Terrestrial,Australasian,,FALSE,FALSE
62023823,Least Concern,Terrestrial,Australasian,,FALSE,FALSE
62021891,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Australasian|Oceanian,,FALSE,FALSE
62015238,Least Concern,Terrestrial|Marine,Nearctic|Neotropical,,FALSE,FALSE
61999682,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
61999582,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
61998257,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
61998234,Least Concern,Terrestrial|Freshwater (=Inland waters),Neotropical,,FALSE,FALSE
61958866,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
61958763,Least Concern,Terrestrial,Neotropical,,FALSE,FALSE
61915715,Least Concern,Terrestrial,Palearctic,,FALSE,FALSE
61915442,Least Concern,Terrestrial,Palearctic,,FALSE,FALSE
61915272,Critically Endangered,Terrestrial,Afrotropical,,FALSE,FALSE
61914670,Least Concern,Terrestrial,Afrotropical,,FALSE,FALSE
61859151,Least Concern,Terrestrial|Freshwater (=Inland waters),Palearctic,,FALSE,FALSE
61859106,Least Concern,Terrestrial|Freshwater (=Inland waters),Indomalayan,,FALSE,FALSE
61855318,Least Concern,Terrestrial|Freshwater (=Inland waters),Indomalayan|Palearctic,,FALSE,FALSE
